Title;Desc;Type;BodyPart;Equipment;Level;Rating;VideoLink
Arms-crossed jump squat;The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.;Strength;Quadriceps;Body Only;Intermediate;7.7;https://www.youtube.com/shorts/7PsFIQHNKdQ
Bodyweight Reverse Lunge;The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.;Strength;Quadriceps;Body Only;Intermediate;7.0;https://www.youtube.com/watch?v=MRNXHUewLYY&pp=ygUYQm9keXdlaWdodCBSZXZlcnNlIEx1bmdl
Treadmill walking;Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.;Cardio;Quadriceps;Body Only;Intermediate;9.2;https://www.youtube.com/watch?v=LVfgR9wNNbE&pp=ygURVHJlYWRtaWxsIHdhbGtpbmc%3D
Depth jump box jump;The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead.;Plyometrics;Quadriceps;Body Only;Intermediate;9.0;https://www.youtube.com/watch?v=rv3Sq3u-UhU&pp=ygUTRGVwdGgganVtcCBib3gganVtcA%3D%3D
Bodyweight Walking Lunge;The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.;Strength;Quadriceps;Body Only;Intermediate;8.9;https://www.youtube.com/watch?v=YpKz7GDOgXg&pp=ygUYQm9keXdlaWdodCBXYWxraW5nIEx1bmdl
Lateral lunge;The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.;Strength;Quadriceps;Body Only;Intermediate;8.8;https://www.youtube.com/watch?v=gwWv7aPcD88&pp=ygUNTGF0ZXJhbCBsdW5nZQ%3D%3D
Jump Squat;The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.;Plyometrics;Quadriceps;Body Only;Intermediate;8.8;https://www.youtube.com/shorts/1fKeyGeWChA
Over bench jump;The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.;Plyometrics;Quadriceps;Body Only;Intermediate;8.8;https://www.youtube.com/watch?v=TaLMgjychX0&pp=ygUPT3ZlciBiZW5jaCBqdW1w
Split Jump;The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.;Plyometrics;Quadriceps;Body Only;Intermediate;8.5;https://www.youtube.com/watch?v=7RdeR8IMIkE&pp=ygUKU3BsaXQgSnVtcA%3D%3D
90-degree jump squat;The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout.;Plyometrics;Quadriceps;Body Only;Intermediate;8.5;https://www.youtube.com/watch?v=7T4Q7hh3b2I&pp=ygUUOTAtZGVncmVlIGp1bXAgc3F1YXQ%3D
Skip;The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.;Plyometrics;Quadriceps;Body Only;Intermediate;8.4;https://www.youtube.com/watch?v=8F3eRHjijv0&pp=ygUEU2tpcA%3D%3D
Kneeling hip flexor stretch;The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.;Stretching;Quadriceps;Body Only;Intermediate;8.3;https://www.youtube.com/watch?v=Q4Ko275cluo&pp=ygUbS25lZWxpbmcgaGlwIGZsZXhvciBzdHJldGNo
Lying quad stretch with band;The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.;Stretching;Quadriceps;Body Only;Intermediate;8.2;https://www.youtube.com/shorts/LIozEO44AU8
Wall ball toss;The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts and can be performed for time or reps.;Plyometrics;Quadriceps;Exercise Ball;Intermediate;8.0;https://www.youtube.com/watch?v=3-C2mNQU8Is&pp=ygUOV2FsbCBiYWxsIHRvc3M%3D
Band Pull Apart;The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior to upper-body lifting.;Strength;Shoulders;Bands;Intermediate;8.0;https://www.youtube.com/watch?v=osRimvxXlKQ&pp=ygUPQmFuZCBQdWxsIEFwYXJ0
Clean and press;The clean and press is a full-body lift comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the overhead press. Decades ago, it was contested in the Olympics. Today, it remains a worthy centerpiece of a power and strength training program, and has full-body benefits when done for low reps as well as moderate to high reps.;Strength;Shoulders;Barbell;Intermediate;7.8;https://www.youtube.com/watch?v=r8vi2RqW5qg&pp=ygUPQ2xlYW4gYW5kIHByZXNz
Clean and jerk;The clean and jerk is a full-body lift that is one of two contested lifts in Olympic weightlifting competitions. It is comprised of two movements: the clean, where the bar is pulled from the floor and caught in the front rack position in three pulls or phases, followed by the jerk overhead. The clean and jerk hits every muscle from head to toe and can be the centerpiece of a lifting program. It is also popular in CrossFit and athletic training programs. It is usually performed in low rep ranges, focusing on power and movement quality.;Olympic Weightlifting;Shoulders;Barbell;Intermediate;7.6;https://www.youtube.com/watch?v=9HyWjAk7fhY&pp=ygUOQ2xlYW4gYW5kIGplcms%3D
Military press;The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.;Strength;Shoulders;Barbell;Intermediate;7.5;https://www.youtube.com/watch?v=2yjwXTZQDDI&pp=ygUOTWlsaXRhcnkgcHJlc3M%3D
Seated barbell shoulder press;The seated barbell shoulder press is a classic exercise for building muscle and strength in the shoulders. The triceps also play a significant role in pressing the barbell overhead. Performing the movement seated reduces help from the lower body and decreases the risk of overextending the lumbar spine during the movement. This press variation can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.;Strength;Shoulders;Barbell;Intermediate;7.5;https://www.youtube.com/watch?v=oBGeXxnigsQ&pp=ygUdU2VhdGVkIGJhcmJlbGwgc2hvdWxkZXIgcHJlc3M%3D
Standing Bradford press;The standing Bradford press is an obscure yet effective shoulder exercise that alternates front presses with behind-the-neck presses. It can be used as a warm-up for other press variations on a shoulder day, or as a muscle-building movement on its own in a shoulder or upper-body focused workout. It is usually performed for relatively high reps, such as 8-15 reps per set or higher, or just to the point of fatigue.;Strength;Shoulders;Barbell;Intermediate;7.0;https://www.youtube.com/watch?v=gD6XoIXGmDI&pp=ygUXU3RhbmRpbmcgQnJhZGZvcmQgcHJlc3M%3D
Barbell Shoulder Press;The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.;Strength;Shoulders;Barbell;Intermediate;5.5;https://www.youtube.com/watch?v=QAQ64hK4Xxs&pp=ygUWQmFyYmVsbCBTaG91bGRlciBQcmVzcw%3D%3D
Barbell rear delt bent-over row;The barbell rear delt bent-over row is a movement used to target the shoulders as well as the upper-back muscles. It is performed with lighter weights than a traditional barbell bent-over row, and is usually performed for higher reps, such as 8-15 reps per set, as part of a back or upper-body workout.;Strength;Shoulders;Barbell;Intermediate;5.4;https://www.youtube.com/watch?v=gvBbvB9NKrk&pp=ygUfQmFyYmVsbCByZWFyIGRlbHQgYmVudC1vdmVyIHJvdw%3D%3D
Barbell upright row;The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.;Strength;Shoulders;Barbell;Intermediate;4.9;https://www.youtube.com/watch?v=amCU-ziHITM&pp=ygUTQmFyYmVsbCB1cHJpZ2h0IHJvdw%3D%3D
Lying rear delt fly;The lying rear delt fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying face down on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.;Strength;Shoulders;Barbell;Intermediate;8.0;https://www.youtube.com/watch?v=1pzq02DD5Fo&pp=ygUTTHlpbmcgcmVhciBkZWx0IGZseQ%3D%3D
Machine Shoulder (Military) Press;The machine shoulder press is an upper body exercise targeting the deltoids.;Strength;Shoulders;Barbell;Intermediate;8.2;https://www.youtube.com/watch?v=Wqq43dKW1TU&pp=ygUhTWFjaGluZSBTaG91bGRlciAoTWlsaXRhcnkpIFByZXNz
Standing Barbell Press Behind Neck;The standing behind-the-head press is a classic shoulder exercise that was used widely during bodybuilding's professed Golden Era. In addition to the deltoids, it also works the trapezius and triceps muscles. It may not be a good choice for some people's shoulders, depending on their injury history. It can be trained in strength-focused rep ranges, but is more commonly trained in moderate to high reps, such as 8-15 reps per set.;Strength;Shoulders;Barbell;Intermediate;9.4;https://www.youtube.com/watch?v=F929QozozOQ&pp=ygUiU3RhbmRpbmcgQmFyYmVsbCBQcmVzcyBCZWhpbmQgTmVjaw%3D%3D
Barbell front raise;The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.;Strength;Shoulders;Barbell;Intermediate;9.3;https://www.youtube.com/watch?v=Ofo2DQdT7DA&pp=ygUTQmFyYmVsbCBmcm9udCByYWlzZQ%3D%3D
Overhead bar front raise;The overhead bar front raise is an exercise targeting the muscles of the traps (trapezius), especially the upper traps, as well as the front or anterior shoulders. It can also be performed with a weight plate or dumbbell, providing a neutral grip that may be more shoulder-friendly for some lifters. Overhead raises are most common for high reps (at least 8-12 reps per set or higher) on a shoulder, trap, or other upper-body-focused muscle-building day.;Strength;Shoulders;Barbell;Intermediate;9.3;https://www.youtube.com/watch?v=MHcgKpksnhM&pp=ygUYT3ZlcmhlYWQgYmFyIGZyb250IHJhaXNl
Incline barbell shoulder protraction;The incline barbell shoulder protraction is an upper-body movement that targets strength and mobility in the scapula or shoulder blades. This can help increase pressing strength and prevent injury. It also helps develop the serratus anterior, an often-neglected muscle around the ribcage that can aid in shoulder health and upper-body muscle definition. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.;Strength;Shoulders;Barbell;Intermediate;9.2;https://www.youtube.com/shorts/QS-faNAU_Wg
Behind-the-head push-press;The behind-the-head push-press is an overhead press variation in which the barbell starts in the back rack position and is pushed overhead with assistance from the lower body. It is most often seen in training for Olympic weightlifting. It can be part of a barbell complex or performed for low reps focusing on power and movement quality.;Olympic Weightlifting;Shoulders;Barbell;Intermediate;8.7;https://www.youtube.com/watch?v=Sw3r2lytys8&pp=ygUaQmVoaW5kLXRoZS1oZWFkIHB1c2gtcHJlc3M%3D
Single-arm kettlebell push-press;The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.;Strength;Shoulders;Kettlebells;Intermediate;8.7;https://www.youtube.com/watch?v=HKgJHSn6dpk&pp=ygUgU2luZ2xlLWFybSBrZXR0bGViZWxsIHB1c2gtcHJlc3M%3D
Single-arm kettlebell snatch;"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A ""snatch test"" of max reps in 5 or 10 minutes is also a common measurement of conditioning in kettlebell training. It can be performed from the ground or with a swing";Strength;Shoulders;Kettlebells;Intermediate;8.5;https://www.youtube.com/watch?v=6l2Iu26oWW8&pp=ygUcU2luZ2xlLWFybSBrZXR0bGViZWxsIHNuYXRjaA%3D%3D
Single-arm kettlebell clean and jerk;"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the weight rather than simply using the legs to help push the weight up. Each rep of a clean and jerk is preceded by a clean at the start of each set. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.";Strength;Shoulders;Kettlebells;Intermediate;8.3;https://www.youtube.com/watch?v=DGql83eyHRE&pp=ygUkU2luZ2xlLWFybSBrZXR0bGViZWxsIGNsZWFuIGFuZCBqZXJr
Kettlebell pirate ship;The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.;Strength;Shoulders;Kettlebells;Intermediate;8.2;https://www.youtube.com/watch?v=dGyxQ86Bu28&pp=ygUWS2V0dGxlYmVsbCBwaXJhdGUgc2hpcA%3D%3D
Double Kettlebell Push Press;The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.;Strength;Shoulders;Kettlebells;Intermediate;8.0;https://www.youtube.com/watch?v=WwluL1MF0jA&pp=ygUcRG91YmxlIEtldHRsZWJlbGwgUHVzaCBQcmVzcw%3D%3D
Double-kettlebell windmill;The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.;Strength;Shoulders;Kettlebells;Intermediate;7.9;https://www.youtube.com/watch?v=PK189hAphbU&pp=ygUaRG91YmxlLWtldHRsZWJlbGwgd2luZG1pbGw%3D
Dumbbell front raise to lateral raise;The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.;Strength;Shoulders;Dumbbell;Intermediate;7.4;https://www.youtube.com/watch?v=SqTLytmDy_8&pp=ygUlRHVtYmJlbGwgZnJvbnQgcmFpc2UgdG8gbGF0ZXJhbCByYWlzZQ%3D%3D
Single-arm palm-in dumbbell shoulder press;The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. It's done one arm at a time and the wrist stays neutral throughout the movement. It can be performed standing or seated. A single dumbbell press can be pursued as a strength goal, or trained in traditional muscle-building rep ranges such as 8-15 reps per set or more.;Strength;Shoulders;Dumbbell;Intermediate;7.2;https://www.youtube.com/watch?v=_OYXclm_V40&pp=ygUqU2luZ2xlLWFybSBwYWxtLWluIGR1bWJiZWxsIHNob3VsZGVyIHByZXNz
Standing palms-in shoulder press;The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.;Strength;Shoulders;Dumbbell;Intermediate;6.5;https://www.youtube.com/watch?v=6cZm9Hyx1GI&pp=ygUgU3RhbmRpbmcgcGFsbXMtaW4gc2hvdWxkZXIgcHJlc3M%3D
Seated Dumbbell Press;The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.;Strength;Shoulders;Dumbbell;Intermediate;6.5;https://www.youtube.com/watch?v=qEwKCR5JCog&pp=ygUVU2VhdGVkIER1bWJiZWxsIFByZXNz
Standing dumbbell shoulder press;The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press.;Strength;Shoulders;Dumbbell;Intermediate;9.3;https://www.youtube.com/watch?v=OOe_HrNnQWw&pp=ygUgU3RhbmRpbmcgZHVtYmJlbGwgc2hvdWxkZXIgcHJlc3M%3D
Single-arm lateral raise;The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. Hold on to a post for balance, or do it free-standing to challenge core strength and stability. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the upper-body or shoulder-focused portion of a workout.;Strength;Shoulders;Dumbbell;Intermediate;8.6;https://www.youtube.com/watch?v=ENsp0DEryrM&pp=ygUYU2luZ2xlLWFybSBsYXRlcmFsIHJhaXNl
Incline dumbbell reverse fly;The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Strength;Shoulders;Dumbbell;Intermediate;8.4;https://www.youtube.com/watch?v=51YM340QE9M&pp=ygUcSW5jbGluZSBkdW1iYmVsbCByZXZlcnNlIGZseQ%3D%3D
Overhead dumbbell front raise;The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. In addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. It is usually performed for moderate to high reps, such as 8-15 reps or more. It can be part of a dynamic upper-body warm-up, performed as a muscle-building upper-body movement, or as a burnout movement on shoulder day.;Strength;Shoulders;Dumbbell;Intermediate;7.8;https://www.youtube.com/watch?v=-t7fuZ0KhDA&pp=ygUdT3ZlcmhlYWQgZHVtYmJlbGwgZnJvbnQgcmFpc2U%3D
Seated dumbbell shoulder press;The seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. The triceps also work hard in this lift. Many lifters find using dumbbells to be more comfortable and shoulder-friendly for this press variation than a barbell. This can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.;Strength;Shoulders;Dumbbell;Intermediate;7.5;https://www.youtube.com/watch?v=qEwKCR5JCog&pp=ygUeU2VhdGVkIGR1bWJiZWxsIHNob3VsZGVyIHByZXNz
Alternating standing shoulder press;The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.;Strength;Shoulders;Dumbbell;Intermediate;3.0;https://www.youtube.com/watch?v=6DV2exMHMqc&pp=ygUjQWx0ZXJuYXRpbmcgc3RhbmRpbmcgc2hvdWxkZXIgcHJlc3M%3D
Single-arm incline rear delt raise;The single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, as well as the postural muscles of the upper back. Training each side independently can help correct imbalances in size, strength, and shoulder stability. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Strength;Shoulders;Dumbbell;Intermediate;9.5;https://www.youtube.com/watch?v=6I6AlMABLL8&pp=ygUiU2luZ2xlLWFybSBpbmNsaW5lIHJlYXIgZGVsdCByYWlzZQ%3D%3D
Alternating dumbbell front raise;The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. Performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, potentially allowing you to do more reps during each set. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Strength;Shoulders;Dumbbell;Intermediate;9.4;https://www.youtube.com/watch?v=svvYvZF7jq0&pp=ygUgQWx0ZXJuYXRpbmcgZHVtYmJlbGwgZnJvbnQgcmFpc2U%3D
Alternating Deltoid Raise;The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.;Strength;Shoulders;Dumbbell;Intermediate;9.3;https://www.youtube.com/watch?v=zg8BvNfsVek&pp=ygUZQWx0ZXJuYXRpbmcgRGVsdG9pZCBSYWlzZQ%3D%3D
Single-dumbbell front raise;The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Strength;Shoulders;Dumbbell;Intermediate;9.1;https://www.youtube.com/watch?v=ZFNaDzE7VVc&pp=ygUbU2luZ2xlLWR1bWJiZWxsIGZyb250IHJhaXNl
Arnold press;Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.;Strength;Shoulders;Dumbbell;Intermediate;9.1;https://www.youtube.com/watch?v=6Z15_WdXmVw&pp=ygUMQXJub2xkIHByZXNz
Single-arm standing shoulder press;The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.;Strength;Shoulders;Dumbbell;Intermediate;9.1;https://www.youtube.com/watch?v=4INnuqPeyIQ&pp=ygUiU2luZ2xlLWFybSBzdGFuZGluZyBzaG91bGRlciBwcmVzcw%3D%3D
Dumbbell front raise;The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.;Strength;Shoulders;Dumbbell;Intermediate;9.1;https://www.youtube.com/watch?v=-t7fuZ0KhDA&pp=ygUURHVtYmJlbGwgZnJvbnQgcmFpc2U%3D
Bent-over dumbbell rear delt row;The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.;Strength;Shoulders;Dumbbell;Intermediate;9.1;https://www.youtube.com/watch?v=2S9juCSwxWw&pp=ygUgQmVudC1vdmVyIGR1bWJiZWxsIHJlYXIgZGVsdCByb3c%3D
Incline dumbbell front raise;The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.;Strength;Shoulders;Dumbbell;Intermediate;9.0;https://www.youtube.com/watch?v=nuMpzNHdzJk&pp=ygUcSW5jbGluZSBkdW1iYmVsbCBmcm9udCByYWlzZQ%3D%3D
Side Lateral Raise;The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.;Strength;Shoulders;Dumbbell;Intermediate;9.0;https://www.youtube.com/watch?v=K5hFLVJnnsw&pp=ygUSU2lkZSBMYXRlcmFsIFJhaXNl
Dumbbell external shoulder rotation;The dumbbell external shoulder rotation is a lightweight dumbbell exercise intended to maintain the health of the shoulder joints, including the rotator cuffs. It is often used as a warm-up or prehab for a shoulder or chest-focused workout with lots of pressing.;Strength;Shoulders;Dumbbell;Intermediate;9.0;https://www.youtube.com/watch?v=HeY0G79zbGA&pp=ygUjRHVtYmJlbGwgZXh0ZXJuYWwgc2hvdWxkZXIgcm90YXRpb24%3D
Single-arm incline lateral raise;The single-arm incline lateral raise is an exercise targeting the lateral or medial head of the shoulder muscles. It is performed lying sideways on an incline bench set to around 45 degrees, which helps to increase the range of motion in the lift and enforce strict form. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 8-12 reps per set or more.;Strength;Shoulders;Dumbbell;Intermediate;9.0;https://www.youtube.com/watch?v=6I6AlMABLL8&pp=ygUgU2luZ2xlLWFybSBpbmNsaW5lIGxhdGVyYWwgcmFpc2U%3D
Seated rear delt fly;The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.;Strength;Shoulders;Dumbbell;Intermediate;9.0;https://www.youtube.com/watch?v=EA7u4Q_8HQ0&pp=ygUUU2VhdGVkIHJlYXIgZGVsdCBmbHk%3D
Seated Side Lateral Raise;The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If youвЂ™ve ever worked out with weights, chances are youвЂ™ve done this move at some point. Proper execution is paramount to avoid injury.;Strength;Shoulders;Dumbbell;Intermediate;9.0;https://www.youtube.com/watch?v=K5hFLVJnnsw&pp=ygUZU2VhdGVkIFNpZGUgTGF0ZXJhbCBSYWlzZQ%3D%3D
Dumbbell Lying Rear Lateral Raise;The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Strength;Shoulders;Dumbbell;Intermediate;8.9;https://www.youtube.com/watch?v=4iBNi8Lc0KI&pp=ygUhRHVtYmJlbGwgTHlpbmcgUmVhciBMYXRlcmFsIFJhaXNl
Head-on-bench dumbbell rear delt raise;The head-on-bench dumbbell rear delt raise is an exercise targeting the posterior shoulder muscles, or rear deltoids. This variation of the bent-over rear delt raise often helps to better isolate this area of the shoulder. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Strength;Shoulders;Dumbbell;Intermediate;8.9;https://www.youtube.com/watch?v=PQ2JaDQAQVU&pp=ygUmSGVhZC1vbi1iZW5jaCBkdW1iYmVsbCByZWFyIGRlbHQgcmFpc2U%3D
Cuban press;The Cuban press is an exercise that targets the muscles of the shoulders, rotator cuff, and upper back. It combines a shoulder external rotation with a dumbbell press, training multiple muscles and motions in a single sequence. It can be performed standing, or as a more difficult variation face-down on an incline bench. It is usually performed with relatively light weight as part of a dynamic warm-up for upper-body lifting.;Strength;Shoulders;Dumbbell;Intermediate;8.8;https://www.youtube.com/watch?v=oQJoK0a3h44&pp=ygULQ3ViYW4gcHJlc3M%3D
Single-arm side lying rear fly;The single-arm side lying rear fly is an upper-body exercise that targets the rear deltoid of the shoulder. By performing the movement lying on a bench, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.;Strength;Shoulders;Dumbbell;Intermediate;8.8;https://www.youtube.com/watch?v=CPurMCDhR48&pp=ygUeU2luZ2xlLWFybSBzaWRlIGx5aW5nIHJlYXIgZmx5
